Марка;Price USD;Gryvnya;City;Link;Low Title
Mercedes-Benz Sprinter груз. 2020;63 860 $;1 706 526 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1839731.html;base Long 519 2.2 CDi MT 2WD 4325mm
Mercedes-Benz GLC-Class 2019;46 320 $;1 239 956 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1611137.html;base 200 AT (197 л.с.) 4Matic
Mercedes-Benz GLS-Class 2019;149 724 $;4 002 084 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833785.html;base AMG 63 AT 4Matic
Mercedes-Benz GLB-Class 2020;42 249 $;1 129 314 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834644.html;220d AT (190 л.с.)
Mercedes-Benz E-Class 2019;55 090 $;1 472 732 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1826343.html;base 300 AT (258 л.с.)
Mercedes-Benz Vito пасс. 2020;39 805 $;1 063 554 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1838717.html;Individual 110 CDI MT (102 л.с.) Tourer Long
Mercedes-Benz GLE-Class 2019;79 006 $;2 114 162 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1783558.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz GLA-Class 2020;38 923 $;1 040 399 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1835607.html;250 AT (224 л.с.)
Mercedes-Benz Sprinter груз. 2020;46 589 $;1 245 303 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832646.html;base 311 2.2 CDi 9G-Tronic Plus (114 л.с.)
Mercedes-Benz GLE-Class 2019;63 152 $;1 689 176 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1808399.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz C-Class 2020;47 823 $;1 278 455 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1830450.html;base 220d G-Tronic (194 л.с.) 4Matic
Mercedes-Benz E-Class 2019;105 670 $;2 827 669 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1785547.html;Mercedes-AMG E 63 (571 л.с.) 4Matic+
Mercedes-Benz GLA-Class 2020;35 948 $;960 882 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1835602.html;200d AT (150 л.с.)
Mercedes-Benz E-Class 2018;115 867 $;3 097 094 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836086.html;New Mercedes-AMG E 63S (612 л.с.) 4Matic
Mercedes-Benz C-Class 2019;62 049 $;1 660 407 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785526.html;base 400 G-Tronic (333 л.с.) 4Matic
Mercedes-Benz GLA-Class 2019;30 357 $;812 621 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549708.html;GLA 200 AT (156 л.с.)
Mercedes-Benz C-Class 2019;45 438 $;1 216 343 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1611054.html;base 300d G-Tronic (245 л.с.) 4Matic
Mercedes-Benz E-Class 2019;63 176 $;1 690 245 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760992.html;New E 450 G-tronic (367 л.с.) 4Matic
Mercedes-Benz GLA-Class 2020;37 933 $;1 013 943 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1835603.html;200d AT (150 л.с.) 4Matic
Mercedes-Benz A-Class 2019;41 701 $;1 115 906 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1785497.html;base 220 AT (190 л.с.) 4Matic
Mercedes-Benz B-Class 2019;41 981 $;1 123 179 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1760498.html;250 AT (224 л.с.)
Mercedes-Benz S-Class 2019;112 936 $;3 024 263 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1838908.html;S 560e G-Tronic (367+122 л.с.)
Mercedes-Benz C-Class 2019;52 200 $;1 397 344 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1549718.html;base 220d G-Tronic (194 л.с.)
Mercedes-Benz C-Class 2019;56 305 $;1 506 400 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1694289.html;base 300 G-Tronic (258 л.с.) 4Matic
Mercedes-Benz C-Class 2019;51 775 $;1 385 463 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785530.html;base 400 G-Tronic (333 л.с.) 4Matic
Mercedes-Benz A-Class 2019;42 024 $;1 124 046 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1807130.html;base 220d AT (190 л.с.)
Mercedes-Benz E-Class 2019;52 053 $;1 392 646 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760985.html;E 220d АТ (194 л.с.) 4Matic
Mercedes-Benz C-Class 2019;43 581 $;1 165 047 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1826335.html;300e G-Tronic (211 л.с.)
Mercedes-Benz B-Class 2019;43 238 $;1 155 740 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1831159.html;220d AT (190 л.с.) 4Matic
Mercedes-Benz S-Class 2019;113 020 $;3 023 784 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761039.html;S 560 AT (469 л.с.) Long
Mercedes-Benz E-Class 2019;57 755 $;1 544 797 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809336.html;New E 220d АТ (194 л.с.)
Mercedes-Benz C-Class 2020;33 143 $;886 726 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1739378.html;Individual 180d AT (122 л.с.)
Mercedes-Benz C-Class 2019;70 748 $;1 893 183 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785531.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz E-Class 2019;116 900 $;3 128 171 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1785548.html;Mercedes-AMG E 63S (612 л.с.) 4Matic+
Mercedes-Benz S-Class 2019;98 281 $;2 628 771 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1811388.html;S 450 AT (367 л.с.) 4Matic
Mercedes-Benz E-Class 2019;57 190 $;1 528 876 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1826340.html;New E 300d АТ (245 л.с.)
Mercedes-Benz E-Class 2019;49 516 $;1 324 770 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760984.html;E 220d AT (194 л.с)
Mercedes-Benz E-Class 2019;67 128 $;1 795 500 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809344.html;New E 350 АТ (299 л.с.)
Mercedes-Benz E-Class 2019;61 320 $;1 640 176 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809338.html;New E 300d АТ (245 л.с.)
Mercedes-Benz B-Class 2019;38 917 $;1 041 776 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1549678.html;200d AT (150 л.с.)
Mercedes-Benz C-Class 2019;43 379 $;1 161 216 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1549719.html;base 300d G-Tronic (245 л.с.)
Mercedes-Benz GLC-Class 2019;59 173 $;1 581 877 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826352.html;base 300d AT (245 л.с.) 4Matic
Mercedes-Benz E-Class 2019;56 466 $;1 510 321 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809341.html;New E 200 АТ (184 л.с.)
Mercedes-Benz B-Class 2019;42 365 $;1 134 072 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1611663.html;220d AT (190 л.с.)
Mercedes-Benz G-Class 2020;210 203 $;5 623 865 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1741198.html;AMG 63 G-Ttonic (575 л.с.) 4Matic
Mercedes-Benz E-Class 2019;55 496 $;1 484 374 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1807137.html;E 350d AT (286 л.с.)
Mercedes-Benz V-Class 2020;103 635 $;2 770 125 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1835392.html;AMG Style 300d AT (240 л.с.) 4Matic
Mercedes-Benz CLS-Class 2019;72 952 $;1 951 302 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cls-class-1807136.html;350 G-Tronic (299 л.с.) EQ-Boost
Mercedes-Benz B-Class 2019;40 535 $;1 085 081 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1611651.html;220 AT (190 л.с.) 4Matic
Mercedes-Benz A-Class 2019;39 354 $;1 053 477 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1611648.html;base 200d AT (150 л.с.)
Mercedes-Benz Sprinter груз. 2020;35 791 $;956 691 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1836127.html;Individual Std 311 2.2 CDi MT (114 л.с.) 2WD
Mercedes-Benz E-Class 2019;58 796 $;1 573 049 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1761002.html;New E 300 АТ (245 л.с.)
Mercedes-Benz S-Class 2019;97 630 $;2 612 042 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761033.html;S 450 AT (367 л.с.) Long
Mercedes-Benz E-Class 2019;48 328 $;1 291 970 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1826341.html;base 200 AT (197 л.с.)
Mercedes-Benz E-Class 2019;55 989 $;1 497 961 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760659.html;New E 350 АТ (299 л.с.)
Mercedes-Benz GLC-Class 2019;91 058 $;2 434 272 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826358.html;base Mercedes-AMG 63 AT (476 л.с.) 4Matic+
Mercedes-Benz C-Class 2019;55 079 $;1 474 408 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1549728.html;base 300d G-Tronic (245 л.с.)
Mercedes-Benz E-Class 2019;59 205 $;1 583 583 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809342.html;New E 200 АТ (184 л.с.) 4Matic
Mercedes-Benz C-Class 2019;85 245 $;2 281 103 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785528.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz C-Class 2019;54 550 $;1 460 252 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1549727.html;base 220d G-Tronic (194 л.с.) 4Matic
Mercedes-Benz A-Class 2019;42 412 $;1 134 910 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1785499.html;base 250 AT (224 л.с.)
Mercedes-Benz A-Class 2019;39 311 $;1 051 951 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1785495.html;base 220 AT (190 л.с.)
Mercedes-Benz E-Class 2019;62 931 $;1 683 242 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809343.html;base 300 АТ (258 л.с.)
Mercedes-Benz E-Class 2019;59 851 $;1 600 881 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1807138.html;New E 400d AT (340 л.с.)
Mercedes-Benz E-Class 2019;88 639 $;2 370 886 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809346.html;AMG E 53 G-tronic (435 л.с.) 4Matic+
Mercedes-Benz E-Class 2019;62 340 $;1 667 859 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760990.html;New E 400d AT (340 л.с.) 4Matic
Mercedes-Benz E-Class 2019;60 493 $;1 618 030 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809337.html;New E 220d АТ (194 л.с.) 4Matic
Mercedes-Benz C-Class 2019;51 752 $;1 385 343 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661880.html;base C 200 AT (184 л.с.) 4Matic
Mercedes-Benz S-Class 2019;101 205 $;2 707 690 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761034.html;S 450 AT (367 л.с.) 4Matic Long
Mercedes-Benz C-Class 2019;48 016 $;1 285 356 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1549713.html;base 200d MТ (160 л.с.)
Mercedes-Benz C-Class 2019;44 265 $;1 183 901 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1822367.html;300e G-Tronic (211 л.с.)
Mercedes-Benz GLS-Class 2020;87 048 $;2 328 157 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1819143.html;base 350d AT (286 л.с.) 4Matic
Mercedes-Benz C-Class 2019;43 242 $;1 156 608 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1807131.html;base 300 G-Tronic (258 л.с.) 4Matic
Mercedes-Benz E-Class 2019;52 725 $;1 410 632 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760987.html;E 300d АТ (245 л.с.)
Mercedes-Benz C-Class 2019;56 527 $;1 512 625 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785517.html;base 400 G-Tronic (333 л.с.) 4Matic
Mercedes-Benz E-Class 2019;55 335 $;1 480 453 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760991.html;300de AT (194 л.с)
Mercedes-Benz S-Class 2019;152 674 $;4 084 714 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1760835.html;S 560 G-Tronic (469 л.с.) 4Matic
Mercedes-Benz C-Class 2019;59 009 $;1 579 034 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785813.html;base Mercedes-AMG C43 AT (367 л.с.)
Mercedes-Benz Sprinter пасс. 2018;29 460 $;787 283 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1837693.html;Individual Conversion Van 214 CDI MT (143 л.с.) 3250
Mercedes-Benz A-Class 2019;44 802 $;1 198 865 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1785501.html;base 250 AT (224 л.с.) 4Matic
Mercedes-Benz C-Class 2019;70 471 $;1 885 761 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785527.html;base Mercedes-AMG C43 AT (390 л.с.) 4Matic
Mercedes-Benz Sprinter пасс. 2018;39 068 $;1 046 170 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1838727.html;Individual Passanger Van 316 CDI AT (163 л.с.) Compact
Mercedes-Benz B-Class 2019;40 255 $;1 076 133 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1826324.html;200d AT (150 л.с.) 4Matic
Mercedes-Benz C-Class 2019;70 001 $;1 873 192 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785514.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz AMG GT 2019;177 041 $;4 736 625 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1760972.html;base Mercedes-AMG GT S AT (522 л.с.)
Mercedes-Benz GLC-Class 2019;52 801 $;1 413 445 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1611133.html;base 300d AT (245 л.с.) 4Matic
Mercedes-Benz S-Class 2019;148 354 $;3 969 134 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1760836.html;S 560 G-Tronic (469 л.с.)
Mercedes-Benz S-Class 2019;160 272 $;4 291 842 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1838909.html;S 600 AT (530 л.с.)
Mercedes-Benz A-Class 2019;39 794 $;1 063 832 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1826317.html;200d AT (150 л.с.) 4Matic
Mercedes-Benz C-Class 2019;46 232 $;1 236 903 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1694280.html;base 300d G-Tronic (245 л.с.) 4Matic
Mercedes-Benz C-Class 2019;35 700 $;955 136 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1711579.html;base 200d MТ (160 л.с.)
Mercedes-Benz B-Class 2019;34 199 $;915 482 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1549679.html;200 MT (163 л.с.)
Mercedes-Benz GLC-Class 2019;59 390 $;1 587 683 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826347.html;400d AT (330 л.с.) 4Matic
Mercedes-Benz B-Class 2019;44 260 $;1 184 141 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1760500.html;250 AT (224 л.с.) 4Matic
Mercedes-Benz C-Class 2019;41 170 $;1 101 481 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1760541.html;base 300 G-Tronic (258 л.с.)
Mercedes-Benz C-Class 2019;49 402 $;1 322 436 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661873.html;base C 200 MT (184 л.с.)
Mercedes-Benz A-Class 2019;42 090 $;1 126 291 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1785498.html;220 AT (190 л.с.) 4Matic
Mercedes-Benz C-Class 2019;45 705 $;1 221 850 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1826334.html;300de G-Tronic (194 л.с.)
Mercedes-Benz E-Class 2019;60 624 $;1 621 950 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760979.html;New E 450 G-tronic (367 л.с.) 4Matic
Mercedes-Benz C-Class 2019;53 924 $;1 443 493 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661881.html;base 300 G-Tronic (258 л.с.)
Mercedes-Benz GLC-Class 2019;56 592 $;1 512 894 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826351.html;base 220d AT (194 л.с.) 4Matic
Mercedes-Benz E-Class 2019;52 501 $;1 403 509 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1826338.html;base 300 AT (258 л.с.)
Mercedes-Benz E-Class 2019;53 493 $;1 431 162 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760996.html;New E 220d АТ (194 л.с.)
Mercedes-Benz C-Class 2019;64 949 $;1 738 009 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785518.html;base Mercedes-AMG C43 AT (390 л.с.) 4Matic
Mercedes-Benz GLC-Class 2019;60 874 $;1 627 367 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826355.html;base 300 AT (258 л.с.) 4Matic
Mercedes-Benz B-Class 2019;32 445 $;868 525 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1549677.html;180 MT (136 л.с.)
Mercedes-Benz C-Class 2019;44 075 $;1 179 861 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661882.html;base 300d G-Tronic (245 л.с.)
Mercedes-Benz C-Class 2019;46 077 $;1 233 431 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1549714.html;base 220d G-Tronic (194 л.с.)
Mercedes-Benz E-Class 2019;47 726 $;1 275 869 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1826337.html;base 200 AT (197 л.с.) 4Matic
Mercedes-Benz E-Class 2019;78 441 $;2 099 025 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1785546.html;AMG E 53 G-tronic (435 л.с.) 4Matic+
Mercedes-Benz CLA-Class 2019;53 369 $;1 426 733 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1826331.html;base 35 AMG AT (306 л.с.) 4Matic
Mercedes-Benz AMG GT 2019;163 740 $;4 383 181 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1549994.html;GT S AT (510 л.с.)
Mercedes-Benz GLC-Class 2019;53 397 $;1 429 397 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1611138.html;base 300 AT (258 л.с.) 4Matic
Mercedes-Benz C-Class 2019;48 427 $;1 296 339 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1549730.html;base 220d G-Tronic (194 л.с.) 4Matic
Mercedes-Benz A-Class 2019;44 794 $;1 198 656 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1785502.html;250 AT (224 л.с.) 4Matic
Mercedes-Benz E-Class 2019;56 298 $;1 506 221 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1760997.html;New E 220d АТ (194 л.с.) 4Matic
Mercedes-Benz CLA-Class 2019;45 266 $;1 210 118 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1826330.html;base 220d АТ (190 л.с.) 4Matic
Mercedes-Benz C-Class 2019;46 461 $;1 242 619 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1822368.html;300de G-Tronic (194 л.с.)
Mercedes-Benz C-Class 2020;42 000 $;1 122 794 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1830466.html;base 220d G-Tronic (194 л.с.) 4Matic
Mercedes-Benz E-Class 2019;71 653 $;1 916 557 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809345.html;New E 450 G-tronic (367 л.с.) 4Matic
Mercedes-Benz CLA-Class 2019;42 020 $;1 124 825 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1549699.html;base 250 AT (224 л.с.)
Mercedes-Benz S-Class 2019;116 562 $;3 119 133 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1785553.html;S 560 AT (469 л.с.) 4Matic Long
